Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Hoàng Tăng Bí, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",84,4.6,5,,,3,3,3,Have certificate,Basic,6.9
"Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",72,4.7,3.5,,,4,4,5,Have certificate,Full,6.7
"Đường Đại lộ 3, Phường Phước Bình, Quận 9, Hồ Chí Minh",60,,,,,5,4,3,Have certificate,Full,7.5
"Đường Số 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",52,,,Đông - Bắc,,3,3,4,Have certificate,,5.2
"Đường 2D, Phường An Lạc, Bình Tân, Hồ Chí Minh",50,5,,,,3,3,3,,,3.85
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",52,,,,,3,2,2,Have certificate,Full,5.6
"Phường An Lạc, Bình Tân, Hồ Chí Minh",56,4,6,,,2,,,,,4.4
"Đường Đồng Khởi, Phường Tân Phong, Biên Hòa, Đồng Nai",96,8,9,Bắc,Bắc,2,3,2,Have certificate,Full,2.4
"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",40,4,,,,2,2,2,Have certificate,,4
"Phường Cát Lái, Quận 2, Hồ Chí Minh",85,,,,,5,5,4,,,9.3
"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",120,6,,,,,4,3,,,3.6
"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",51,4,4,,,5,6,6,Have certificate,,6.85
"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",50,3.5,4.5,,,2,2,2,Have certificate,Full,3.55
"Đường Thúy Lĩnh, Phường Trần Phú, Hoàng Mai, Hà Nội",36,5.4,15,,,2,1,1,Sale contract,Basic,1.52
"Đường Nguyễn Thái Sơn, Phường 7, Gò Vấp, Hồ Chí Minh",55,,,,,5,4,5,Have certificate,,8.6
"Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",53,,,,,5,9,9,Have certificate,,8.7
"Đường Hưng Hoá 2, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",80,5,7.5,Bắc,Bắc,2,2,2,Have certificate,Basic,5.72
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",48,,,,,5,7,,,,6.46
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",43,6.2,,,,1,2,1,Have certificate,Basic,3.8
"Đường Hùng Vương, Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",309,,5,,,,,,Have certificate,,2.8
"Đường Bùi Điền, Phường 4, Quận 8, Hồ Chí Minh",54.2,3.6,12,Bắc,,1,2,1,Have certificate,Basic,7.58
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",42,,,,,5,8,,Have certificate,,8.2
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",30,4,2.7,,,4,3,4,Have certificate,Full,4.14
"Đường Quốc Lộ 51, Xã Tân Hải, Phú Mỹ, Bà Rịa Vũng Tàu",137,5,10,Đông - Nam,,,2,1,Have certificate,,1.68
"Phố Đốc Ngữ, Phường Đội Cấn, Ba Đình, Hà Nội",35,,,,,5,,,,,7.5
"Thôn Nhuế, Xã Kim Chung, Đông Anh, Hà Nội",80,4.5,,,,3,3,,Have certificate,,8.4
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",66,5,15,,,5,5,5,Have certificate,Full,10
"Đường Quốc lộ 1A, Phường An Phú Đông, Quận 12, Hồ Chí Minh",60,4,6,Tây - Bắc,Tây,4,4,4,Have certificate,Basic,4.3
"Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",120,,,,,,,,,,8
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",20,3.5,20,,,2,2,2,Sale contract,Full,1.68
"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",37,3.2,,,,3,3,2,Have certificate,,6.5
"Dự án Hiệp Thành III, Đường Tô Vĩnh Diện, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",105,,,,,3,4,4,Have certificate,Full,5.9
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",88,,,,,5,5,6,Have certificate,Full,7.9
"Đường Nguyễn Bình, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",120,,,,,1,3,2,Have certificate,,4.75
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",70,4,8,,,3,4,5,Have certificate,,8.75
"Đường Số 4, Phường 11, Gò Vấp, Hồ Chí Minh",33,3.3,4,,,4,4,4,Have certificate,Full,4.86
"Phường Hoàng Liệt, Hoàng Mai, Hà Nội",33,4.6,,,,5,3,4,Have certificate,,4.85
"Phường Đồng Mai, Hà Đông, Hà Nội",30,,,,,5,3,4,Have certificate,Basic,2.4
"Phường Trung Văn, Nam Từ Liêm, Hà Nội",48,,,,,5,5,4,Have certificate,Full,6.5
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",70,8,,,,10,,,Have certificate,Full,10
"Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",72,4,4,Tây - Bắc,,,3,1,Have certificate,Basic,6.5
"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội",30,4,,,,4,3,3,Have certificate,,4.5
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",50,,,,,4,5,5,Have certificate,Full,9.9
"Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",54,,,,,3,4,3,Have certificate,,8.5
"Đường Song Hành, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",50,3.5,4.5,,,2,2,2,Have certificate,Full,3.55
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",30,3.4,,,,5,3,4,Have certificate,Basic,3.95
"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",51,3.2,4,,,4,5,4,Have certificate,Full,6.1
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",101,5,5,,,1,2,2,Have certificate,Basic,5.1
"Đường Năm Châu, Phường 11, Tân Bình, Hồ Chí Minh",58,4,,,,3,3,,,Full,8.5
"Phường 14, Tân Bình, Hồ Chí Minh",68,4.25,8,,,4,4,4,Have certificate,Full,9.45
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",40,,,,,5,,,Have certificate,Full,6.9
"Đường Vũ Ngọc Nhạ, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",87.7,5,6,Đông - Bắc,,1,2,1,Have certificate,,1.92
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",45,,,,,3,4,3,Have certificate,Full,6.2
"1/, Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",66,4,,,,3,,,Have certificate,,4.7
"Đường Khương Trung, Phường Khương Đình, Thanh Xuân, Hà Nội",30,,,,,6,3,,Have certificate,,4.4
"Đường Định Công Hạ, Phường Định Công, Hoàng Mai, Hà Nội",34,,,,,4,4,3,Have certificate,Full,5.6
"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",110,,,,,,,,Have certificate,,8.58
"Đường Đồng Nai, Phường Phước Hải, Nha Trang, Khánh Hòa",100,10,10,Tây - Bắc,Tây - Bắc,3,3,4,Have certificate,Full,7.6
"Dự án Cát Tường Phú Nguyên Residence, Đường Tỉnh lộ 824, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",100,5,7,,,2,3,3,Have certificate,Basic,2.65
"Đường Tỉnh lộ 9, Xã Mỹ Hạnh Bắc, Đức Hòa, Long An",160,5,8,,,,8,6,Have certificate,Basic,2.55
"Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",32.4,,,,,3,2,2,Have certificate,,3.25
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",35,,,,,5,3,4,Have certificate,Full,5.5
"Đường Lê Đức Trung, Thị trấn Neo, Yên Dũng, Bắc Giang.",149,4.8,22,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,4.9
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",65,,,Đông,Đông,4,4,4,Have certificate,Full,8.6
"Đường Quốc lộ 31, Xã Đại Lâm, Lạng Giang, Bắc Giang.",127,7.1,22,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.7
"Đường Nguyễn Duy, Phường 9, Quận 8, Hồ Chí Minh",22,3,,,,3,2,2,Have certificate,Basic,2.89
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",78.2,4,8,,,3,3,,Have certificate,Basic,8.95
"Dự án Yên Hòa, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",42,3.8,2.7,Đông,,5,6,5,Have certificate,Full,6.7
"Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",31,4.15,2,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,Basic,3.85
"Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",45,3.1,2.5,Đông,Đông,4,4,3,Have certificate,Basic,4.75
"Đường Đặng Lộ, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",76.8,4.5,4,Bắc,,2,2,2,Have certificate,Basic,2.55
"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",44,3.85,3,,,3,3,3,Have certificate,Full,3.5
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",32,5,3,,,6,4,5,Have certificate,Full,5.85
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",200,10,8,Tây - Nam,,,,,Have certificate,,7.1
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",52,4,,,,6,3,4,Have certificate,Basic,8.8
"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",53,4.3,,,,2,2,2,Have certificate,,4.3
"Ngõ 117, Đường Nguyễn Sơn, Phường Bồ Đề, Long Biên, Hà Nội",31,,,,,5,3,4,,,5.45
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",33,3.6,30,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,,5.95
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",105,5,5,,,,2,2,Have certificate,,6.5
"Đường 10, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",50,4.1,4,,,2,3,,Have certificate,Basic,3.6
"Đường Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",252,,,,,3,6,4,Have certificate,,7.2
"Đường Nguyễn Du, Phường Thạch Thang, Hải Châu, Đà Nẵng",96,5,5.5,,,2,3,3,Have certificate,,9.9
"Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",55,5,,,,3,4,,,,6
"Đường Trường Sơn, Phường Vĩnh Trường, Nha Trang, Khánh Hòa",90.3,4,17,Đông - Bắc,,3,2,2,Have certificate,,8
"Phường Dương Nội, Quận Hà Đông, Hà Nội",30,,,,,5,3,3,Have certificate,Full,4.6
"Đường Trần Tất Văn, Phường Trần Thành Ngọ, Kiến An, Hải Phòng",112,5.6,10,Đông - Nam,Đông - Nam,3,2,2,Have certificate,Full,4.15
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",40,,,,,4,,,Have certificate,,6.79
"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",40,,,,,4,,,Have certificate,,6.77
"Đường Võ Thị Sáu, Phường Thống Nhất, Biên Hòa, Đồng Nai",80,5.7,10,,,5,5,6,Have certificate,Full,9
"Đường Số 6, Xã Nghĩa Thành, Châu Đức, Bà Rịa Vũng Tàu",150,4,12,Tây - Bắc,,,3,2,Have certificate,Basic,2.9
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",39,3.5,2,,,4,4,3,,Full,4.65
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",42,4.2,6,,,6,5,5,Have certificate,Full,9.5
"Đường Yên Lương, Phường Trần Phú, Hoàng Mai, Hà Nội",33,3.3,,,,1,1,1,Have certificate,,2.05
"Xã Hữu Hòa, Huyện Thanh Trì, Hà Nội",37,3.5,2.5,Đông - Bắc,Đông - Bắc,5,4,5,Have certificate,,4.3
"Đường 768, Xã Bình Hòa, Vĩnh Cửu, Đồng Nai",104,5,6,,,2,2,2,Have certificate,Basic,1.95
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",56,,5,,,4,4,5,,,6.3
"105/15/14A, Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",46,,,,,6,7,5,Have certificate,Full,9.5
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",30,,,,,5,3,4,Have certificate,Basic,4.55
"Phường Phú Thuận, Quận 7, Hồ Chí Minh",156,6,,,,1,,,Have certificate,,9.8
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",45,4,,,,2,3,2,Have certificate,Full,3.95
"Đường Nguyễn Thị Tư, Phường Phú Hữu, Quận 9, Hồ Chí Minh",54,4,5,,,2,,,Have certificate,Full,3.5
"Ngõ 61, Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",46,3.2,2.5,,,4,5,3,,,5.85
"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",51,,,,,5,4,4,Have certificate,,6.33
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",45,5,3,,,6,4,5,Have certificate,,6.56
"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",50,4,4,,,5,4,4,Have certificate,Full,6.35
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",57,3.5,2,,,4,4,4,Have certificate,Full,6.5
"Đường D4, Phường Thuận Giao, Thuận An, Bình Dương",160,5,,,,2,,,Have certificate,,5.35
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32,3.3,,,,4,2,3,Have certificate,Full,5.8
"Phường Ngọc Thụy, Long Biên, Hà Nội",36,,,Tây - Nam,,5,3,3,Have certificate,Full,4.8
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",48,4,3,,,4,4,4,Have certificate,,6.88
"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",35,,5,,,5,3,4,Have certificate,Full,5.85
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",37,7,2,,,2,2,2,Have certificate,Full,3.7
"Ngõ 281, Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",30,4,,,,5,3,4,Have certificate,Full,4.95
"Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Thanh Xuân, Hà Nội",50,,,,,4,4,3,Have certificate,Full,8.1
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",33,4,3,,,5,3,3,Have certificate,Basic,6.1
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",32,,,,,4,,,Have certificate,Full,6.1
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",43.5,4,40,,,5,9,9,Have certificate,Full,7.9
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",48.8,,6,,,4,4,4,Have certificate,Full,6
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",48,4,4,,,2,2,2,Have certificate,Full,4.8
"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",60,4.3,,,,2,2,2,Have certificate,Full,5.8
"Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",72,,,,,2,4,4,,,6.6
"Ngõ 197, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",34,3.3,,,,3,3,3,Have certificate,,4.6
"Phường Phú Đô, Nam Từ Liêm, Hà Nội",38,3.75,30,,,5,9,9,Have certificate,Full,7.5
"Đường Tân Lập 2, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",85,6,6,,,1,2,1,Have certificate,Basic,6
"Đường Minh Khai, Phường Mai Động, Hoàng Mai, Hà Nội",56,,,,,3,1,2,Have certificate,,8.3
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",33.4,,,,,5,3,3,Have certificate,Full,6.95
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",42,,,,,5,6,4,Have certificate,Full,6.7
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",72,4.6,,,,3,2,2,Have certificate,Full,9.8
"Dự án Casamia Calm Hội An, Xã Cẩm Hà, Hội An, Quảng Nam",150,10,6,Tây - Bắc,Đông - Nam,2,3,3,Have certificate,,6
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",38,,,,,3,2,2,Have certificate,Basic,7.2
"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",32,,,,,5,3,4,Have certificate,Basic,5.95
"Phường Minh Khai, Hai Bà Trưng, Hà Nội",31,,,,,5,3,3,Have certificate,Full,7.95
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",53,,,,,3,3,2,Have certificate,,8.6
"Đường Lương Khánh Thiện, Phường Tương Mai, Hoàng Mai, Hà Nội",72,,,,,4,4,3,Have certificate,Basic,9.8
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",30,3.2,,Nam,,4,4,4,Have certificate,Full,7.98
"Đường Đất Mới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",46,4,,,,3,,,,,4.6
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",36,,,,,5,4,3,Have certificate,Basic,7.99
"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",33,3,8,Bắc,Bắc,3,2,3,Have certificate,Basic,1.98
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",112,8,,,,3,5,5,,,9.8
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",108,6.3,,,,3,4,4,,,8.4
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",54,4,5,Đông,Đông,3,5,4,Have certificate,,4.3
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85,4,6,,,4,4,5,Have certificate,Full,7.8
"Đường Số 11, Phường 11, Gò Vấp, Hồ Chí Minh",32,4,,,,5,3,3,Have certificate,Full,5.75
"Phường Ngọc Thụy, Long Biên, Hà Nội",36,,,,,5,3,,Have certificate,Full,5.5
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",35,4.3,,,,5,,,,,6.3
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",22,,,,,3,2,2,Sale contract,Basic,1.3
"Đường Hoàng Diệu, Phường Phước Ninh, Hải Châu, Đà Nẵng",90,5,5,,,3,3,3,Have certificate,Full,6
"Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",110,,10.5,,,3,3,3,Have certificate,Full,7.9
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",30,3.5,3,,,4,5,4,Have certificate,Basic,4.5
"Đường Số 2, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.4,4.66,6,Bắc,,2,3,2,Have certificate,,2.6
"Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",55,4,6,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Basic,6.3
"Đường Trần Văn Đang, Phường 11, Quận 3, Hồ Chí Minh",50,,,,,3,3,4,Have certificate,Basic,6
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",68,4,6,Bắc,Bắc,4,4,5,Have certificate,Full,6.5
"Đường Bình Minh, Xã Bình Minh, Thanh Oai, Hà Nội",40,3,,,,4,4,4,Have certificate,Full,2.75
"Đường Trần Đình Tri, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",70,10,3.5,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,3.99
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",36,,,,,5,,,Have certificate,,4.6
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",38,3,3,,,2,2,2,Have certificate,Basic,4.65
"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",31.9,3.49,3,,,3,3,3,Have certificate,Full,6
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",67,4,3,,,2,3,2,Have certificate,Full,5.9
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",25,4,4,,,4,3,4,Have certificate,Full,3.95
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",54,3.5,4,,,2,2,3,Have certificate,Full,4
"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",64,3,3,,,2,3,2,Have certificate,Basic,4.45
"Đường Bình Quới, Phường 28, Bình Thạnh, Hồ Chí Minh",71,4,8,,,2,1,2,Have certificate,Basic,5.9
"Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh",35,3.1,3,,,2,2,2,Have certificate,Basic,3.89
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",45,4,3,,,4,6,5,Have certificate,Full,6.9
"304, Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",27,5,3,,,2,2,2,Have certificate,Basic,3.3
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",32.5,4,3,,,2,2,2,Have certificate,Full,4.1
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",75,4,3,,,2,4,5,Have certificate,Full,6.6
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",65,4,8,Tây,Tây,2,3,2,,,6.4
"Đường An Thượng 11, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",60,,,,,3,3,3,Have certificate,Full,5.75
"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",63,3.6,,,,3,2,2,Have certificate,Full,8.6
"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",48,,,,,4,5,4,Have certificate,Basic,5.5
"Đường Cao tốc Nhật Tân Nội Bài, Xã Vĩnh Ngọc, Đông Anh, Hà Nội",147,9,3,,,3,4,3,Have certificate,Basic,7.9
"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",35,,,,,5,4,3,Have certificate,Full,6.8
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",37,3.5,2.5,,,6,3,5,Have certificate,Full,6.75
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",54,4.5,,,,2,2,2,,,5.25
"Đường 43, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",66,,,,,2,2,3,Have certificate,,3.95
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",39,,,,,6,6,,Have certificate,Basic,7.98
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",42,3.8,,,,4,,,Have certificate,Basic,7.9
"502/, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",60.7,4,8,Tây - Nam,Đông - Bắc,4,4,5,Have certificate,Full,6.5
"Phường 12, Gò Vấp, Hồ Chí Minh",18,,4,,,2,2,2,Have certificate,Full,2.35
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",59,5.2,4,Tây - Bắc,Tây - Bắc,2,3,4,Have certificate,,5.95
"Phường Vạn Phúc, Hà Đông, Hà Nội",31,,,,,5,5,5,Have certificate,Full,6.4
"Đường Hương Lộ 18B, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",85,,10,,,5,,,,,9.5
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",78,6,7,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Full,8.95
"Dự án Cát Tường Phú Sinh Eco City, Đường Tỉnh lộ 9, Xã Mỹ Hạnh Bắc, Đức Hòa, Long An",72.5,,6,Tây - Bắc,,2,3,2,Have certificate,,1.15
